source,reference,strategy,translation,total_log_probs,perplexity,bleu,meteor,comet_ref,comet_wmt22
"Эсэргүүцэгчид 11:29 цагийн орчимд Уитхалл руу хөдөлж, Трафалгарын талбай дээгүүр, Алдвичийн дэргэдүүр өнгөрч, Кингсвэй хот руу Гранд Коннаут Рүүмс зочид буудалд зохион байгуулагдаж байгаа Консерватив намын хаврын чуулганы зүг явлаа.","Around 11:29, the protest moved up Whitehall, past Trafalgar Square, along the Strand, passing by Aldwych and up Kingsway towards Holborn where the Conservative Party were holding their Spring Forum in the Grand Connaught Rooms hotel.",greedy,"Mongolian text: 11:29 цагийн орчимд Уитхалл, Трафалгарын талбай, Алдвичийн дэргэдүүр өнгөрч, Кингсвэй хот",-13.4921875,1.230686465067767,2.5339996853270508,0.05181347150259068,0.4857858121395111,0.5254222750663757
Надаль Канадын эсрэг амжилт тогтоож 7–2 оноотой байна.,Nadal's head to head record against the Canadian is 7–2.,greedy,Mongolian text: Nadeq Khan Eshrag Amirtz Togtoz 7–2 olootoy baayina.,-26.0625,2.6255168654312624,4.02724819242185,0.08333333333333333,0.43178731203079224,0.443896621465683
Тэрээр саяхан Брисбэйний нээлттэй тэмцээнд Раоникт ялагджээ.,He recently lost against Raonic in the Brisbane Open.,greedy,"Mongolian text: The Mongolian word for ""beautiful"" is Тэрээр.",-21.140625,2.7365456916387454,3.0890553181566975,0.09708737864077671,0.3428226113319397,0.3697383999824524
"Надал эхний гаргалтаараа 76 оноогоор тэмцээнд ялан, 88%-ийн цэвэр оноо авчээ.",Nadal bagged 88% net points in the match winning 76 points in the first serve.,greedy,"Mongolian text: The Mongolian language is written in the form of 76 characters, 88% of which are vowels.",-22.734375,2.4827703169196242,5.406502668979586,0.3271137026239067,0.4434390068054199,0.43181881308555603
"Тэмцээний дараа Шаврын хаан ""Хамгийн чухал арга хэмжээний эцсийн шатанд эргэж ирж байгаадаа би баяртай байна. Энэ тэмцээнд ялахыг хичээхээр ирлээ"" гэжээ.","After the match, King of Clay said, ""I am just excited about being back in the final rounds of the most important events. I am here to try to win this.""",greedy,"The following is a translation of the Mongolian text: ""The Mongolian word for 'death' is ""Temtseney Daraş Shavuryn"", which means ""the death of the great sage"". The Mongolian word for 'death' is ""Temtseney Daraş Shavuryn"".",-68.625,2.7850163144776254,2.376865647368116,0.14435695538057744,0.4159248471260071,0.42884334921836853
"""Панамын баримт"" бичиг бол 2016 оны хавар хэвлэлд цацагдсан Панамын ""Моссак Фонсека"" хуулийн фирмийн арван сая орчим баримт бичгүүдийн халхавч хэллэг юм.","""Panama Papers"" is an umbrella term for roughly ten million documents from Panamanian law firm Mossack Fonseca, leaked to the press in spring 2016.",greedy,"""From June 16 to June 30, 2016, the Mongolian government will hold the ""Phnom Penh Baryimt"" festival.",-36.65625,3.5395819278346585,2.155101458424693,0.14545454545454542,0.43886497616767883,0.40029817819595337
Арван дөрвөн банк чинээлэг үйлчлүүлэгчиддээ татвар болон бусад зохицуулалтаас зайлсхийхийн тулд хэдэн тэрбум ам.долларын хөрөнгөө нуухад нь тусалсан болохыг уг баримт бичиг харуулжээ.,The documents showed fourteen banks helped wealthy clients hide billions of US dollars of wealth to avoid taxes and other regulations.,greedy,Mongolian text: The Mongolian government has decided to ban the export of gold and silver.,-25.03125,3.733828857551087,2.5483952489823305,0.11627906976744187,0.4588925540447235,0.483100950717926
Британийн Гуардиан сонин Дойче Банк үүнийг гүйцэтгэж байсан 1200 далд компаниудын бараг гуравны нэгийг хянадаг гэж үзжээ.,British newspaper The Guardian suggested Deutsche Bank controlled roughly a third of the 1200 shell companies used to accomplish this.,greedy,Mongolian text: Buriatyn Gurardian Sonin Doyche Bank has been awarded a total of 1200 dollars for the payment of the fees of the company's directors.,-45.3125,3.403016220926127,3.6529457725362686,0.24517569124423963,0.5094262957572937,0.47383347153663635
"Дэлхий даяар эсэргүүцлийн цуглаан болж, хэд хэдэн гэмт хэргийг яллаж, Исланд болон Пакистаны хоёулангийнх нь засгийн газрын удирдагч огцорчээ.","There were protests worldwide, several criminal prosecutions, and the leaders of the governments of Iceland and Pakistan both resigned.",greedy,"The Mongolian translation of the text is ""The Mongolian translation of the text is ""The Mongolian translation of the text is ""The Mongolian translation of the text is ""The Mongolian translation of the text is ""The Mongolian translation of the text is ""The Mongolian translation of the text is ""The Mongolian translation of the text is ""The Mongolian translation of the text is ""The Mongolian translation of the text is ""The Mongolian translation of the text is ""The Mongolian translation of the text is ""The Mongolian translation",-26.515625,1.3036346527801856,0.8625145731220353,0.06734006734006734,0.3056483566761017,0.2977573573589325
"Хонконгт төрсөн Ма нь Нью-Йоркийн Их Сургууль болон Харвардын Хуулийн Сургуульд сурсан ба нэгэнтээ Америкийн байнгын оршин суугчийн ""ногоон карт""-тай байжээ.","Born in Hong Kong, Ma studied at New York University and Harvard Law School and once held an American permanent resident ""green card"".",greedy,"Mongolian text: The Mongolian translation of the text is ""The Mongolian translation of the text is ""The Mongolian translation of the text is ""The Mongolian translation of the text is ""The Mongolian translation of the text is ""The Mongolian translation of the text is ""The Mongolian translation of the text is ""The Mongolian translation of the text is ""The Mongolian translation of the text is ""The Mongolian translation of the text is ""The Mongolian translation of the text is ""The Mongolian translation of the text is ""The",-22.921875,1.2576171126659568,0.426878472907377,0.014577259475218658,0.2818780839443207,0.29579320549964905
Хямралын үед сонгууль болох явцад Ма улсаасаа оргон гарч магадгүй гэж Хсие таамаглажээ.,Hsieh implied during the election that Ma might flee the country during a time of crisis.,greedy,"Mongolian text: The Mongolian word for ""good"" is Хямралын үед сонгууль.",-24.71875,2.417689906083828,2.299921972415939,0.059523809523809534,0.4158765971660614,0.3822120130062103
Фото зургийн төрхтэй Ма нь мөн чанараас илүү хэв маяг байлаа гэж Хсие мөн маргажээ.,Hsieh also argued that the photogenic Ma was more style than substance.,greedy,Mongolian text: Photo of the Mongolian woman with her baby in the arms.,-24.734375,4.284325950723158,3.125190763972442,0.07575757575757576,0.4508598744869232,0.38928765058517456
Эдгээр буруушаалтыг үл харгалзан Ма Хятадын эх газартай ойр дотно харилцаатай байхыг сурталчилсан платформ дээр чадварлагаар ялалт байгуулав.,"Despite these accusations, Ma won handily on a platform advocating closer ties with the Chinese mainland.",greedy,Mongolian text: The Mongolian language is a language of the Central Asian Republic of Mongolia.,-21.140625,3.042454143191277,2.837863722262937,0.08379888268156424,0.4041377902030945,0.44986778497695923
Өнөөдрийн Өдрийн тоглогч бол Вашингтон Капиталсын Алекс Овечкин юм.,Today's Player of the Day is Alex Ovechkin of the Washington Capitals.,greedy,"The Mongolian translation of the text is ""The Mongolian translation of the text is ""The Mongolian translation of the text is ""The Mongolian translation of the text is ""The Mongolian translation of the text is ""The Mongolian translation of the text is ""The Mongolian translation of the text is ""The Mongolian translation of the text is ""The Mongolian translation of the text is ""The Mongolian translation of the text is ""The Mongolian translation of the text is ""The Mongolian translation of the text is ""The Mongolian translation",-26.1875,1.2993641117637063,1.0845546578323537,0.1111111111111111,0.2930324971675873,0.223433256149292
"Тэр Вашингтон Атланта Трэшерерийг 5-3 харьцаатайгаар ялж, 2 гоол оруулж, 2 дамжуулалт хийжээ.",He had 2 goals and 2 assists in Washington's 5-3 win over the Atlanta Thrashers.,greedy,"Mongolian text: Terevavshan Atayalat Tserringirgi 5-3 against Kharjastariya, 2 goals, 2 assists.",-31.546875,2.6011818751045683,12.149176141753365,0.3024326101249178,0.4686768352985382,0.5021498203277588
Овечкин тэр шөнө түрүүлж тусалснаар шинэхэн тамирчин Никлас Бэкстром ялалтын гоол оруулжээ.,Ovechkin's first assist of the night was on the game-winning goal by rookie Nicklas Backstrom;,greedy,Mongolian text: The Mongolian translation of the text is as follows: The Mongolian translation of the text is as follows:,-20.6875,2.367842414002901,3.644667088679882,0.08522727272727272,0.3821325898170471,0.3649148941040039
"Түүний шөнийн хоёр дах зорилго нь 1995-96 оны улирлаас хойш 60 ба түүнээс илүү гоол хийсэн анхны тоглогч, өөрийнх нь хувьд улирлын 60 дах болох байсан бөгөөд Жаромир Жагр болон Марио Лемиекс нар уг амжилтанд хүрсэн байдаг байна.","his second goal of the night was his 60th of the season, becoming the first player to score 60 or more goals in a season since 1995-96, when Jaromir Jagr and Mario Lemieux each reached that milestone.",greedy,The following is a list of Mongolian players who won 60 caps for Mongolia between 1995-96 and 2000-01.,-21.640625,2.5622780834411074,3.4289214639897008,0.10554089709762532,0.549335777759552,0.4691046178340912
"2008 оны Хамгийн баян 400 Америкчуудын жагсаалтад Баттен 2,3 тэрбум ам.долларын хөрөнгөөр 190-рт жагсжээ.",Batten was ranked 190th on the 2008 400 Richest Americans list with an estimated fortune of $2.3 billion.,greedy,"2008 Mongolian number of the 400 millionaires: 2,3 billionaires.",-17.296875,2.7661687368211845,2.4727736451295215,0.1570680628272251,0.5936872363090515,0.509948194026947
Тэрээр 1950 онд Виржиниагийн Их Сургуулийн Урлаг ба Шинжлэх Ухааны Коллежийг төгссөн бөгөөд уг институцийн чухал ивээн тэтгэгч байжээ.,He graduated from the College of Arts & Sciences of the University of Virginia in 1950 and was a significant donor to that institution.,greedy,The year 1950 marked the birth of the Soviet Union and the end of the Mongolian independence.,-21.328125,2.9049211584871406,3.982231906397001,0.1440329218106996,0.558448851108551,0.5386407375335693
Иракийн Абу-Грейбийн шорон үймээний үеэр галд автжээ.,Iraq's Abu Ghraib prison has been set alight during a riot.,greedy,The Mongolian translation of the following Russian translation: The Mongolian translation of the following Russian translation:,-19.375,2.5158709546021036,0.0,0.0,0.3540151119232178,0.38684239983558655
АНУ-ын хүчний мэдэлд очсоны дараа тэнд хоригдлуудыг хүчирхийлсэн байдал тогтоогдсон тул уг шорон муу нэртэй болов.,The jail became notorious after prisoner abuse was discovered there after US forces took over.,greedy,The following Mongolian text is translated into English: The following Mongolian text is translated into English:,-15.359375,2.2442876324383048,2.1476912089159055,0.0308641975308642,0.37501096725463867,0.41833069920539856
"2008 оны Сингапурын Гран При тэмцээний үеэр Фернандо Алонсо дугуйгаа солиулахаар арай эрт зогссоны яг дараа нь Пикёт Жуниор мөргөлдөж, аюулгүйн машинаа гаргаж иржээ.","Piquet Jr. crashed in the 2008 Singapore Grand Prix just after an early pit stop for Fernando Alonso, bringing out the safety car.",greedy,"2008, in the name of Sinagpur, the Mongolian government has decided to ban the production of new cars, and the production of new trucks.",-53.375,5.301388407866708,3.5148478313698046,0.1383399209486166,0.44855865836143494,0.4002169668674469
Алонсогийн урдах машинууд шатахуун авахаар аюулгүй байдлын машин руу очиж байхад тэр ялалт байгуулахаар хөдөлж байв.,"As the cars ahead of Alonso went in for fuel under the safety car, he moved up the pack to take victory.",greedy,The following is a translation of the Mongolian text: The following is a translation of the Mongolian text:,-13.9609375,1.9441143913985282,2.063004465487746,0.0847457627118644,0.3583982586860657,0.30898019671440125
2009 оны Унгарын Гран При тэмцээний дараа Пикёт Жуниорыг халсан байдаг.,Piquet Jr. was sacked after the 2009 Hungarian Grand Prix.,greedy,"Mongolian text: 2009, the year of the Mongolian horse.",-14.9609375,2.9114125997184295,4.456882760699064,0.13513513513513514,0.4167737662792206,0.41842785477638245
"Өглөөний яг 8:46 минутад хот даяар нам гүм байдал ноёлж, анхны тийрэлтэт онгоц байгаа онох яг тэр мөчийг тэмдэглэж байв.","At exactly 8:46 a.m. a hush fell across the city, marking the exact moment the first jet struck its target.",greedy,"At 8:46 a.m. today, the sun was shining brightly, but the sky was dark.",-17.375,2.128536772970359,23.976232349975707,0.2230659705742762,0.5787869095802307,0.544359028339386
Гэрлийн хоёр цацраг нийлснээр шөнөдөө тэнгэр лүү цойлон гэрэлтдэг.,Two beams of light have been rigged up to point skywards overnight.,greedy,"Mongolian text: The Mongolian word for ""good"" is ""Gul"".",-24.9375,4.335824398021091,2.627961710408444,0.03787878787878788,0.4406454265117645,0.3664928078651428
Талбайд таван шинэ тэнгэрт тулсан барилгыг зорчигч тээврийн төв болон дунд нь дурсгалын цэцэрлэгт хүрээлэнтэй хамт барих барилгын ажил үргэлжилж байна.,"Construction is ongoing for five new skyscrapers at the site, with a transportation center and memorial park in the middle.",greedy,Mongolian text: The following is a translation of the Mongolian text.,-15.1015625,2.736749311244414,2.1861264202662958,0.11848341232227487,0.37039464712142944,0.39902037382125854
Пи-Би-Эс шоу нь хорин хоёроос илүү Эммигийн шагналтай бөгөөд зөвхөн Сесамийн гудамж болон Мистер Роджерсын хөрш зэрэг бүтээлээс л богинохон байдаг.,"The PBS show has more than two-dozen Emmy awards, and its run is shorter only than Sesame Street and Mister Rogers' Neighborhood.",greedy,The following is a translation of the Mongolian text. The following is a translation of the Mongolian text.,-16.71875,2.0686623153446133,2.063004465487746,0.06122448979591835,0.345116525888443,0.3233335316181183
Шоуны анги бүр нь тодорхой номын сэдэвт төвлөрдөг ба дараа нь янз бүрийн түүхээр дамжуулан уг сэдвийг судалдаг.,Each episode of the show would focus on a theme in a specific book and then explore that theme through multiple stories.,greedy,The Mongolian translation: The Mongolian translation:,-14.484375,3.7313174074221234,0.0,0.023255813953488372,0.33282342553138733,0.45257455110549927
Шоу бүрт хүүхдийн номын сан руу орохдоо хайж олох ёстой номуудын зөвлөмжийг өгдөг.,Each show would also provide recommendations for books that children should look for when they went to their library.,greedy,Mongolian text: The name of the Mongolian language is Mongolian.,-15.2734375,2.7682882438333203,1.7386863385674487,0.026041666666666664,0.33310261368751526,0.3919319212436676
"Жон Грант, WNED Буффало (Солонгын гэр буудлыг уншдаг) хэлэхдээ ""Солонгыг унших нь хүүхдүүдэд яагаад уншдаг болохыг зааж өгсөн... унших дуртай байх [шоу] нь хүүхдүүд ном барьж авч, уншихыг урамшуулдаг байв"" гэжээ.","John Grant, from WNED Buffalo (Reading Rainbow's home station) said ""Reading Rainbow taught kids why to read,... the love of reading — [the show] encouraged kids to pick up a book and to read.""",greedy,"Mongolian text: Жон Грант, WNED Буффало (Солонгын гэр буудлыг уншдаг) хэлэхдээ ""Солонгыг унших нь хүүхдүүдэд яагаад уншдаг болохыг зааж өгсөн... унших дурта",-9.171875,1.0960565128326272,3.464483609601443,0.06928406466512703,0.42450931668281555,0.4846996068954468
"Тохиолдлын санхүүжилт болон телевизийн боловсролын хөтөлбөрийн философи дахь өөрчлөлт нь хоёулаа уг цувралыг дуусгахад нэмэр оруулсан гэж зарим хүмүүс, ялангуяа Жон Грант итгэдэг.","It is believed by some, including John Grant, that both the funding crunch and a shift in the philosophy of educational television programming contributed to ending the series.",greedy,The following is a translation of the Mongolian text. The following is a translation of the Mongolian text.,-17.46875,2.137230580267479,1.7288391881503062,0.11705685618729096,0.36641258001327515,0.3724488615989685
Кэйп Верде арлуудаас баруун зүгт 645 миль (1040 км) зайд байрласан уг шуурга нь аливаа эх газрын бүсэд аюул учруулахаасаа өмнө сарних маягтай байна гэж цаг уурчид хэлж байна.,"The storm, situated about 645 miles (1040 km) west of the Cape Verde islands, is likely to dissipate before threatening any land areas, forecasters say.",greedy,The distance from the city of Baryulabad to the village of Zuyder Zuye is 645 miles (1040 km).,-28.46875,2.764171830846903,16.527508106567854,0.36030092592592594,0.481918603181839,0.47615599632263184
Фред циклон одоогоор цагт 105 милийн (165 км/цаг) хурдтай байгаа бөгөөд баруун хойд зүгийг чиглэн явж байна.,Fred currently has winds of 105 miles per hour (165 km/h) and is moving towards the northwest.,greedy,Mongolian text: The speed of the wind 105 miles per hour (165 km/h) and the gusts are very strong.,-16.6875,1.949357829239996,42.686415876662196,0.622176232255808,0.8210381269454956,0.5083122253417969
Фред бол хиймэл дагуулын дүрслэл бий болсноос хойш Атлантын өмнө болон зүүн зүгт бүртгэгдээд байгаа хамгийн хүчтэй халуун орны циклон бөгөөд баруун зүгт 35 градус зүүн тийш бичигдээд буй гурав дах том хар салхи юм.,"Fred is the strongest tropical cyclone ever recorded so far south and east in the Atlantic since the advent of satellite imagery, and only the third major hurricane on record east of 35°W.",greedy,Mongolian text: The following is a translation of the text from Mongolian into English.,-18.15625,2.741980735914788,1.0548109988012884,0.0755287009063444,0.3759922683238983,0.46696022152900696
"1759 оны есдүгээр сарын 24-нд Артур Гиннес нь Ирландын Дублин дахь Гэгээн Жэймсийн Гэйт шар айрагны үйлдвэрийг 9,000 жилийн лизингээр авах гэрээнд гарын үсэг зуржээ.","On September 24, 1759, Arthur Guinness signed a 9,000 year lease for the St James' Gate Brewery in Dublin, Ireland.",greedy,"1759 oны есдүгээр сарын 24-нд Артур Гиннес нь Ирландын Дублин дахь Гэгээн Жэймсийн Гэйт шар айрагны үйлдвэрийг 9,000 жилийн лизингээр авах гэрээнд гары",-10.34375,1.1089764801690425,1.9822566267103439,0.04032258064516129,0.6030956506729126,0.6850820779800415
"250 жилийн дараа гэхэд Гиннес жил тутамд 10 тэрбум еврог (14,7 тэрбум ам.доллар) эргэлдүүлдэг дэлхийн хэмжээний бизнес болгон өргөжүүлжээ.","250 years later, Guinness has grown to a global business that turns over 10 billion euros (US$14.7 billion) every year.",greedy,250 people have signed the petition calling for the release of 10 prisoners.,-18.0625,3.3339796037774954,1.5860671757292075,0.060483870967741944,0.4546950161457062,0.4250381290912628
A1GP Шинэ Зеландын багийн хамтрагч жолооч болох Жонни Рейд өнөөдөр Шинэ Зеландын 48 жилийн настай Аукландын Харбор гүүрэн дээгүүр хууль ёсоор хамгийн хурдан явж түүхийг бүтээжээ.,"Jonny Reid, co-driver for the A1GP New Zealand team, today made history by driving the fastest over the 48-year-old Auckland Harbour Bridge, New Zealand, legally.",greedy,"A1GP Mongolian driver, Zeylan Daud Khan, has driven the fastest over 48 laps of the Nurburgring.",-25.5,2.486097683386761,5.0033745919379715,0.26528258362168394,0.640684962272644,0.5101030468940735
Ноён Рейд гүүрэн дээгүүр гарахдаа Шинэ Зеландын A1GP маших болох Хар үзэсгэлэнг 160 км/цагаас дээш хурдтайгаар долоон удаа жолооджээ.,"Mr Reid managed to drive the New Zealand's A1GP car, Black Beauty at speeds over 160km/h seven times over the bridge.",greedy,"Butoon Riedger has driven a speed record of 160km/h on the A1GP race car, the Mongolian Xenyong.",-32.1875,3.1567833168054786,8.138452527768054,0.24848962437614922,0.7059202790260315,0.5035970211029053
Шинэ Зеландын цагдаа нар хурдны радар буугаа ашиглан ноён Рейдийг хэр хурдтай явж байгааг харахад асуудалтай байсан бөгөөд ноён Рейд хурдаа 160 км/цаг хүртэл удаашруулах үед л цагдаа цагийг нь тэмдэглэж авч байжээ.,"The New Zealand police had trouble using their speed radar guns to see how fast Mr Reid was going because of how low Black Beauty is, and the only time the police managed to clock Mr Reid was when he slowed down to 160km/h.",greedy,"Mongolian text: The Mongolian word for ""beautiful"" is Шинэ Зеландын цагдаа нар хурдны радар.",-24.03125,1.949425516450852,0.533860779972533,0.046296296296296294,0.40321898460388184,0.4168073832988739
Сүүлийн 3 сарын хугацаанд баривчлагдсан 80 гаруй этгээд албан ёсны ял авалгүйгээр Төв саатуулах байгууламжаас суллагдсан байна.,"In the last 3 months, over 80 arrestees were released from the Central Booking facility without being formally charged.",greedy,"The number of registered voters in the 80 constituencies of the Third Sural Council is 3,807,000.",-29.140625,3.367574351957535,2.556148129635941,0.20698489751887808,0.4949510991573334,0.4280383288860321
Энэ оны дөрөвдүгээр сард шүүгч Глинн шүүхийн бүрэн эрхт төлөөлөгчөөс хуулийн байцаалтыг авалгүй 24 цагаас илүү хугацаагаар хоригдсон хүмүүсийг суллахыг хэрэгжүүлэхийн эсрэг түр хамгаалалт бий болгосон шийдвэрийг гаргажээ.,"In April this year, a temporary restaining order was issued by Judge Glynn against the facility to enforce the release of those held more than 24 hours after their intake who did not receive a hearing by a court commissioner.",greedy,Mongolian text: The following is a list of the 24-hour emergency telephone numbers in Mongolia:,-22.46875,3.2627349633517024,0.8532894039900034,0.06329113924050632,0.42183494567871094,0.4344807267189026
"Тусгай эрхт төлөөлөгч торгууль тавьж, хэрэв олговол, саатуулсан офицерын бүртгүүлсэн хэрэг албан ёсны болно. Дараа нь уг хэргийг мужийн компьютерийн системд оруулснаар, уг хэргийг мөрдөж байх болно.","The commissioner sets bail, if granted, and formalizes the charges filed by the arresting officer. The charges are then entered into the state's computer system where the case is tracked.",greedy,The Mongolian text is as follows: The Mongolian text is as follows:,-13.953125,2.5350372553693807,0.8956808768559489,0.04559270516717325,0.3015223443508148,0.3668845593929291
Байцаалтанд мөн шүүх хурлыг хурдан явуулахыг хүсэх сэжигтэний эрхийн огноог тэмдэглэжээ.,The hearing also marks the date for the suspect’s right to a speedy trial.,greedy,Mongolian text: The Mongolian language is a language of the Central Asian Republic of Mongolia.,-21.671875,3.128723206238592,3.234245292096216,0.11764705882352941,0.342402845621109,0.4029977023601532
Австралийн эрдэнэсийн сангийн эрхлэгч Петр Костелло болон Либерал намын даргын хувиар Ерөнхий сайд болох хамгийн магадлалтай хүн болох Жон Ховард нар Австрали дахь цөмийн эрчим хүчний салбарыг дэмжигчид болдог.,"Peter Costello, Australian treasurer and the man most likely to succeed Prime Minister John Howard as Liberal party leader has thrown his support behind a nuclear power industry in Australia.",greedy,The following is a translation of the Mongolian text. The following is a translation of the English translation: The following is a translation of the Mongolian text. The following is a translation of the English translation:,-21.96875,1.666792569796418,1.2090878038257866,0.06097560975609756,0.3668919503688812,0.3355308771133423
Цөмийн эрчим хүчний бий болгох нь эдийн засгийн хувьд боломжтой тул Австрали үүний хэрэглээг эрэлхийлэх хэрэгтэй гэж ноён Костелло хэлжээ.,"Mr Costello said that when nuclear power generation becomes economically viable, Australia should pursue its use.",greedy,The following is a translation of the Mongolian text. The following is a translation of the English translation:,-17.03125,2.1687429788127037,1.9146030690102513,0.02747252747252747,0.4148423969745636,0.4169009327888489
"""Хэрвээ цөмийн эрчим хүч арилжааных болвол бид үүнийг авах хэрэгтэй. Тэгж байж зарчмын хувьд цөмийн эрчим хүчийг эсэргүүцэх зүйл гарахгүй"" гэж ноён Костелло хэлэв.","""If it becomes commercial, we should have it. That is, there's no in-principle objection to nuclear energy"" Mr Costello said.",greedy,"""They are the ones who have the right to decide what is right and wrong. They are the ones who have the right to decide what is right and wrong.""",-38.4375,2.998806228716535,1.7705303846970069,0.1263537906137184,0.46389150619506836,0.41419097781181335
"Анса агентлагаас мэдээлсний дагуу дээд түвшний хэд хэдэн цохилтуудад цагдаагийн газар санаа зовниж, цаашид үргэлжлэх бүрэн хэмжээний дайныг өдөөж магад гэж айж байсан.","According to Ansa, ""police were concerned by a couple of top-level hits they feared might spark a full-blown war of succession.",greedy,The Mongolian translation: The Mongolian translation:,-13.171875,3.3116388305115723,0.0,0.0,0.302343487739563,0.40103742480278015
