source,reference,strategy,translation,total_log_probs,perplexity,bleu,meteor,comet_ref,comet_wmt22
British newspaper The Guardian suggested Deutsche Bank controlled roughly a third of the 1200 shell companies used to accomplish this.,Британийн Гуардиан сонин Дойче Банк үүнийг гүйцэтгэж байсан 1200 далд компаниудын бараг гуравны нэгийг хянадаг гэж үзжээ.,greedy,Tashi: Tashii bu Deutsche Bank bu bu bu bu bu bu bu bu bu bu bu bu bu bu bu bu bu bu bu bu bu bu bu bu bu bu bu bu bu bu bu bu bu bu bu bu bu bu bu bu bu bu bu bu bu bu bu bu bu bu bu bu bu bu bu bu bu bu bu bu bu bu bu bu bu bu bu bu bu bu bu bu bu bu bu bu bu bu bu bu bu bu bu bu bu bu bu bu bu bu bu,-32.90625,1.3896647069176606,0.0,0.0,0.1390358805656433,0.31479355692863464
"There were protests worldwide, several criminal prosecutions, and the leaders of the governments of Iceland and Pakistan both resigned.","Дэлхий даяар эсэргүүцлийн цуглаан болж, хэд хэдэн гэмт хэргийг яллаж, Исланд болон Пакистаны хоёулангийнх нь засгийн газрын удирдагч огцорчээ.",greedy,Ci nga nga nga nga nga nga nga nga nga nga nga nga nga nga nga nga nga nga nga nga nga nga nga nga nga nga nga nga nga nga nga nga nga nga nga nga nga nga nga nga nga nga nga nga nga nga nga nga nga nga nga nga nga nga nga nga nga nga nga nga nga nga nga nga nga nga nga nga nga nga nga nga nga nga nga nga nga nga nga nga nga nga nga nga nga nga nga nga nga nga nga nga nga nga nga nga nga nga nga,-29.828125,1.347540730418692,0.0,0.0,0.14584410190582275,0.23306980729103088
"Born in Hong Kong, Ma studied at New York University and Harvard Law School and once held an American permanent resident ""green card"".","Хонконгт төрсөн Ма нь Нью-Йоркийн Их Сургууль болон Харвардын Хуулийн Сургуульд сурсан ба нэгэнтээ Америкийн байнгын оршин суугчийн ""ногоон карт""-тай байжээ.",greedy,"Ma sinh tại Hong Kong, học tại New York University và Harvard Law School và từng là một người Mỹ có thẻ xanh.",-20.03125,2.160700970237067,1.5061893230938672,0.02,0.4746081531047821,0.8250782489776611
Hsieh implied during the election that Ma might flee the country during a time of crisis.,Хямралын үед сонгууль болох явцад Ма улсаасаа оргон гарч магадгүй гэж Хсие таамаглажээ.,greedy,Hsieh suggested during the election that Ma might flee the country during a time of crisis.,-5.3203125,1.30475544533149,2.2869567780619007,0.03496503496503497,0.3581092357635498,0.2919703722000122
Hsieh also argued that the photogenic Ma was more style than substance.,Фото зургийн төрхтэй Ма нь мөн чанараас илүү хэв маяг байлаа гэж Хсие мөн маргажээ.,greedy,Hsieh també va argumentar que Ma era més estil que substància.,-7.9453125,1.6984014752191459,2.426532257432171,0.032051282051282055,0.40442532300949097,0.6446173191070557
"Despite these accusations, Ma won handily on a platform advocating closer ties with the Chinese mainland.",Эдгээр буруушаалтыг үл харгалзан Ма Хятадын эх газартай ойр дотно харилцаатай байхыг сурталчилсан платформ дээр чадварлагаар ялалт байгуулав.,greedy,"Despite these accusations, Ma won the election on a platform advocating closer ties with the Chinese mainland.",-10.734375,1.6672252444480389,2.0244462660665508,0.02631578947368421,0.39051589369773865,0.25201717019081116
Today's Player of the Day is Alex Ovechkin of the Washington Capitals.,Өнөөдрийн Өдрийн тоглогч бол Вашингтон Капиталсын Алекс Овечкин юм.,greedy,Today's Player of the Day is Alex Ovechkin of the Washington Capitals.,-3.427734375,1.209769308742427,3.0890553181566975,0.04807692307692308,0.4626956284046173,0.46071624755859375
He had 2 goals and 2 assists in Washington's 5-3 win over the Atlanta Thrashers.,"Тэр Вашингтон Атланта Трэшерерийг 5-3 харьцаатайгаар ялж, 2 гоол оруулж, 2 дамжуулалт хийжээ.",greedy,Winner: 2 goals and 2 assists in Washington's 5-3 win over the Atlanta Thrashers.,-10.4296875,1.5737552996696849,9.507244120026236,0.12422360248447205,0.427682489156723,0.2921103537082672
Ovechkin's first assist of the night was on the game-winning goal by rookie Nicklas Backstrom;,Овечкин тэр шөнө түрүүлж тусалснаар шинэхэн тамирчин Никлас Бэкстром ялалтын гоол оруулжээ.,greedy,Ovechkin's first assist of the night was on the game-winning goal by rookie Nicklas Backstrom.,-5.75,1.2586000099294778,2.445593937240363,0.0373134328358209,0.3662748634815216,0.37009260058403015
"his second goal of the night was his 60th of the season, becoming the first player to score 60 or more goals in a season since 1995-96, when Jaromir Jagr and Mario Lemieux each reached that milestone.","Түүний шөнийн хоёр дах зорилго нь 1995-96 оны улирлаас хойш 60 ба түүнээс илүү гоол хийсэн анхны тоглогч, өөрийнх нь хувьд улирлын 60 дах болох байсан бөгөөд Жаромир Жагр болон Марио Лемиекс нар уг амжилтанд хүрсэн байдаг байна.",greedy,第二個進球是他在比賽中的 60 歲生日，成為 1995-96 年以來首位在賽季中攻入 60 球以上的球員。,-26.421875,2.4870546477243782,0.5154469261462014,0.04087193460490463,0.4122844636440277,0.6701016426086426
Batten was ranked 190th on the 2008 400 Richest Americans list with an estimated fortune of $2.3 billion.,"2008 оны Хамгийн баян 400 Америкчуудын жагсаалтад Баттен 2,3 тэрбум ам.долларын хөрөнгөөр 190-рт жагсжээ.",greedy,Batten was ranked 190th on the 2008 400 Richest Americans list with an estimated fortune of $2.3 billion.,-6.60546875,1.3024130680005412,2.5197593442434796,0.0967741935483871,0.522015392780304,0.34484824538230896
He graduated from the College of Arts & Sciences of the University of Virginia in 1950 and was a significant donor to that institution.,Тэрээр 1950 онд Виржиниагийн Их Сургуулийн Урлаг ба Шинжлэх Ухааны Коллежийг төгссөн бөгөөд уг институцийн чухал ивээн тэтгэгч байжээ.,greedy,Ilu graduated from the College of Arts & Sciences of the University of Virginia in 1950. He was a significant donor to that institution.,-12.09375,1.540211343205277,1.7179060012299232,0.048543689320388356,0.3500264585018158,0.31729796528816223
Iraq's Abu Ghraib prison has been set alight during a riot.,Иракийн Абу-Грейбийн шорон үймээний үеэр галд автжээ.,greedy,Iraq's Abu Ghraib prison has been set alight during a riot.,-3.26171875,1.2115079323816866,3.3864985683445354,0.058823529411764705,0.5232917070388794,0.2647900879383087
The jail became notorious after prisoner abuse was discovered there after US forces took over.,АНУ-ын хүчний мэдэлд очсоны дараа тэнд хоригдлуудыг хүчирхийлсэн байдал тогтоогдсон тул уг шорон муу нэртэй болов.,greedy,Sükhüüüüüüüüüüüüüüüüüüüüüüüüüüüüüüüüüüüüüüüüüüüüüüüüüüüüüüüüüüüüüüüüüüüüüüüüüüüüüüüüüüüüüüüüüüüüüüüüü,-25.921875,1.295917255724166,0.0,0.0,0.12236770987510681,0.21272394061088562
"Piquet Jr. crashed in the 2008 Singapore Grand Prix just after an early pit stop for Fernando Alonso, bringing out the safety car.","2008 оны Сингапурын Гран При тэмцээний үеэр Фернандо Алонсо дугуйгаа солиулахаар арай эрт зогссоны яг дараа нь Пикёт Жуниор мөргөлдөж, аюулгүйн машинаа гаргаж иржээ.",greedy,"Piquet Jr. crashed in the 2008 Singapore Grand Prix just after an early pit stop for Fernando Alonso, bringing out the safety car.",-6.62890625,1.2671200545035035,1.9011755113058344,0.05791505791505792,0.2794238328933716,0.2904500365257263
"As the cars ahead of Alonso went in for fuel under the safety car, he moved up the pack to take victory.",Алонсогийн урдах машинууд шатахуун авахаар аюулгүй байдлын машин руу очиж байхад тэр ялалт байгуулахаар хөдөлж байв.,greedy,"As Alonso drove under the safety car, he moved up the pack to take victory.",-9.1484375,1.6623737117040727,2.2869567780619007,0.029411764705882353,0.26724329590797424,0.25588172674179077
Piquet Jr. was sacked after the 2009 Hungarian Grand Prix.,2009 оны Унгарын Гран При тэмцээний дараа Пикёт Жуниорыг халсан байдаг.,greedy,Piquet Jr. was sacked after the 2009 Hungarian Grand Prix.,-3.529296875,1.2652711642937378,4.02724819242185,0.08403361344537816,0.524699330329895,0.3456268608570099
"At exactly 8:46 a.m. a hush fell across the city, marking the exact moment the first jet struck its target.","Өглөөний яг 8:46 минутад хот даяар нам гүм байдал ноёлж, анхны тийрэлтэт онгоц байгаа онох яг тэр мөчийг тэмдэглэж байв.",greedy,"8:46 a.m. a hush fell across the city, marking the exact moment the first jet struck its target.",-8.1328125,1.3672487114009604,6.3704052301618015,0.06880733944954126,0.46345654129981995,0.26052406430244446
Two beams of light have been rigged up to point skywards overnight.,Гэрлийн хоёр цацраг нийлснээр шөнөдөө тэнгэр лүү цойлон гэрэлтдэг.,greedy,Hai beams of light have been rigged up to point skywards overnight.,-9.546875,1.7534422963415897,3.0890553181566975,0.048543689320388356,0.32928746938705444,0.20062652230262756
"Construction is ongoing for five new skyscrapers at the site, with a transportation center and memorial park in the middle.",Талбайд таван шинэ тэнгэрт тулсан барилгыг зорчигч тээврийн төв болон дунд нь дурсгалын цэцэрлэгт хүрээлэнтэй хамт барих барилгын ажил үргэлжилж байна.,greedy,"Construction is ongoing for five new skyscrapers at the site, with a transportation center and memorial park in the middle.",-5.9375,1.2565443635434923,1.727223799216787,0.022727272727272728,0.39724671840667725,0.2868778705596924
"The PBS show has more than two-dozen Emmy awards, and its run is shorter only than Sesame Street and Mister Rogers' Neighborhood.",Пи-Би-Эс шоу нь хорин хоёроос илүү Эммигийн шагналтай бөгөөд зөвхөн Сесамийн гудамж болон Мистер Роджерсын хөрш зэрэг бүтээлээс л богинохон байдаг.,greedy,"PBS show has more than two-dozen Emmy awards, and its run is shorter than Sesame Street and Mister Rogers' Neighborhood.",-6.15625,1.2364995978646536,1.727223799216787,0.022624434389140267,0.3804737329483032,0.2562694549560547
Each episode of the show would focus on a theme in a specific book and then explore that theme through multiple stories.,Шоуны анги бүр нь тодорхой номын сэдэвт төвлөрдөг ба дараа нь янз бүрийн түүхээр дамжуулан уг сэдвийг судалдаг.,greedy,Each episode of the show would focus on a specific book and then explore that theme through multiple stories.,-7.00390625,1.3958720497574804,1.9146030690102513,0.02617801047120419,0.48969894647598267,0.3296631872653961
Each show would also provide recommendations for books that children should look for when they went to their library.,Шоу бүрт хүүхдийн номын сан руу орохдоо хайж олох ёстой номуудын зөвлөмжийг өгдөг.,greedy,Each show would also provide recommendations for books that children should look for when they went to their library.,-6.52734375,1.3645516223186887,1.9146030690102513,0.03424657534246575,0.4296143352985382,0.2665039598941803
"John Grant, from WNED Buffalo (Reading Rainbow's home station) said ""Reading Rainbow taught kids why to read,... the love of reading — [the show] encouraged kids to pick up a book and to read.""","Жон Грант, WNED Буффало (Солонгын гэр буудлыг уншдаг) хэлэхдээ ""Солонгыг унших нь хүүхдүүдэд яагаад уншдаг болохыг зааж өгсөн... унших дуртай байх [шоу] нь хүүхдүүд ном барьж авч, уншихыг урамшуулдаг байв"" гэжээ.",greedy,"John Grant, WNED Buffalo (Reading Rainbow's home station) says: ""Reading Rainbow has taught kids to read, the love of reading — [the show] encouraged kids to pick up a book and to read.""",-18.234375,1.4864629763032737,2.548807901150031,0.15387409200968521,0.36616429686546326,0.3146328330039978
"It is believed by some, including John Grant, that both the funding crunch and a shift in the philosophy of educational television programming contributed to ending the series.","Тохиолдлын санхүүжилт болон телевизийн боловсролын хөтөлбөрийн философи дахь өөрчлөлт нь хоёулаа уг цувралыг дуусгахад нэмэр оруулсан гэж зарим хүмүүс, ялангуяа Жон Грант итгэдэг.",greedy,Ci nga nga nga nga nga nga nga nga nga nga nga nga nga nga nga nga nga nga nga nga nga nga nga nga nga nga nga nga nga nga nga nga nga nga nga nga nga nga nga nga nga nga nga nga nga nga nga nga nga nga nga nga nga nga nga nga nga nga nga nga nga nga nga nga nga nga nga nga nga nga nga nga nga nga nga nga nga nga nga nga nga nga nga nga nga nga nga nga nga nga nga nga nga nga nga nga nga nga nga,-22.71875,1.255065170599453,0.0,0.0,0.13493099808692932,0.2271922528743744
"The storm, situated about 645 miles (1040 km) west of the Cape Verde islands, is likely to dissipate before threatening any land areas, forecasters say.",Кэйп Верде арлуудаас баруун зүгт 645 миль (1040 км) зайд байрласан уг шуурга нь аливаа эх газрын бүсэд аюул учруулахаасаа өмнө сарних маягтай байна гэж цаг уурчид хэлж байна.,greedy,"Storm, situated about 645 miles (1040 km) west of the Cape Verde islands, is likely to dissipate before threatening any land areas, forecasters say.",-7.60546875,1.2506835693871443,2.9208333373066933,0.11698113207547169,0.4369300603866577,0.500342845916748
Fred currently has winds of 105 miles per hour (165 km/h) and is moving towards the northwest.,Фред циклон одоогоор цагт 105 милийн (165 км/цаг) хурдтай байгаа бөгөөд баруун хойд зүгийг чиглэн явж байна.,greedy,Fred hiện nay đang có gió 105 dặm/giờ (165 km/h) và đang hướng về phía bắc.,-9.890625,1.537299297418129,4.334264033674369,0.18693467336683414,0.6377791166305542,0.8328133821487427
"Fred is the strongest tropical cyclone ever recorded so far south and east in the Atlantic since the advent of satellite imagery, and only the third major hurricane on record east of 35°W.",Фред бол хиймэл дагуулын дүрслэл бий болсноос хойш Атлантын өмнө болон зүүн зүгт бүртгэгдээд байгаа хамгийн хүчтэй халуун орны циклон бөгөөд баруун зүгт 35 градус зүүн тийш бичигдээд буй гурав дах том хар салхи юм.,greedy,"Fred là một trong những cơn bão mạnh nhất từng được ghi nhận ở Thái Bình Dương và Nam Thái Bình Dương kể từ khi hình ảnh vệ tinh được phát hiện, và chỉ có cơn bão thứ ba lớn nhất ở phía Tây Thái Bình Dương.",-32.15625,1.902416651866864,0.7445292335166879,0.013404825737265414,0.4211917519569397,0.7414191961288452
"On September 24, 1759, Arthur Guinness signed a 9,000 year lease for the St James' Gate Brewery in Dublin, Ireland.","1759 оны есдүгээр сарын 24-нд Артур Гиннес нь Ирландын Дублин дахь Гэгээн Жэймсийн Гэйт шар айрагны үйлдвэрийг 9,000 жилийн лизингээр авах гэрээнд гарын үсэг зуржээ.",greedy,"Arthur Guinness, 1759, signed a 9,000 year lease for the St James' Gate Brewery in Dublin, Ireland.",-10.671875,1.484762207242712,1.712583059535944,0.05859374999999999,0.33615899085998535,0.27662739157676697
"250 years later, Guinness has grown to a global business that turns over 10 billion euros (US$14.7 billion) every year.","250 жилийн дараа гэхэд Гиннес жил тутамд 10 тэрбум еврог (14,7 тэрбум ам.доллар) эргэлдүүлдэг дэлхийн хэмжээний бизнес болгон өргөжүүлжээ.",greedy,"250 years later, Guinness has grown to a global business that turns over 10 billion euros (US$14.7 billion) every year.",-6.16015625,1.2460836841599665,2.1601524349994397,0.11160714285714284,0.45571067929267883,0.32509279251098633
"Jonny Reid, co-driver for the A1GP New Zealand team, today made history by driving the fastest over the 48-year-old Auckland Harbour Bridge, New Zealand, legally.",A1GP Шинэ Зеландын багийн хамтрагч жолооч болох Жонни Рейд өнөөдөр Шинэ Зеландын 48 жилийн настай Аукландын Харбор гүүрэн дээгүүр хууль ёсоор хамгийн хурдан явж түүхийг бүтээжээ.,greedy,"Jonny Reid, co-driver for the A1GP New Zealand team, today made history by driving the fastest over the 48-year-old Auckland Harbour Bridge, New Zealand.",-7.7890625,1.257455297345683,1.6338984401221652,0.03690036900369004,0.4123767912387848,0.2835976481437683
"Mr Reid managed to drive the New Zealand's A1GP car, Black Beauty at speeds over 160km/h seven times over the bridge.",Ноён Рейд гүүрэн дээгүүр гарахдаа Шинэ Зеландын A1GP маших болох Хар үзэсгэлэнг 160 км/цагаас дээш хурдтайгаар долоон удаа жолооджээ.,greedy,"Mr Reid aided the New Zealand's A1GP car, Black Beauty to drive at speeds over 160km/h seven times over the bridge.",-13.2109375,1.6029075461165185,1.9822566267103439,0.04901960784313726,0.3349859416484833,0.23655250668525696
"The New Zealand police had trouble using their speed radar guns to see how fast Mr Reid was going because of how low Black Beauty is, and the only time the police managed to clock Mr Reid was when he slowed down to 160km/h.",Шинэ Зеландын цагдаа нар хурдны радар буугаа ашиглан ноён Рейдийг хэр хурдтай явж байгааг харахад асуудалтай байсан бөгөөд ноён Рейд хурдаа 160 км/цаг хүртэл удаашруулах үед л цагдаа цагийг нь тэмдэглэж авч байжээ.,greedy,Nezgul Nezgul (新西蘭警察)的雷達槍無法使用，因為黑美人太低，所以警察無法使用雷達槍來測定他的速度。,-56.375,4.408579953430918,0.0,0.0,0.3433186113834381,0.5052645802497864
"In the last 3 months, over 80 arrestees were released from the Central Booking facility without being formally charged.",Сүүлийн 3 сарын хугацаанд баривчлагдсан 80 гаруй этгээд албан ёсны ял авалгүйгээр Төв саатуулах байгууламжаас суллагдсан байна.,greedy,"In the last 3 months, over 80 arrested were released without being formally charged.",-8.0546875,1.606094004395095,2.8403891990720456,0.08426966292134831,0.41013678908348083,0.26332151889801025
"In April this year, a temporary restaining order was issued by Judge Glynn against the facility to enforce the release of those held more than 24 hours after their intake who did not receive a hearing by a court commissioner.",Энэ оны дөрөвдүгээр сард шүүгч Глинн шүүхийн бүрэн эрхт төлөөлөгчөөс хуулийн байцаалтыг авалгүй 24 цагаас илүү хугацаагаар хоригдсон хүмүүсийг суллахыг хэрэгжүүлэхийн эсрэг түр хамгаалалт бий болгосон шийдвэрийг гаргажээ.,greedy,"In April this year, a temporary restaining order was issued by Judge Glynn against the facility to enforce the release of those held more than 24 hours after their intake who did not receive a hearing by a court commissioner.",-7.66796875,1.1813938531151056,1.038539619163422,0.033003300330033,0.2493966817855835,0.20544740557670593
"The commissioner sets bail, if granted, and formalizes the charges filed by the arresting officer. The charges are then entered into the state's computer system where the case is tracked.","Тусгай эрхт төлөөлөгч торгууль тавьж, хэрэв олговол, саатуулсан офицерын бүртгүүлсэн хэрэг албан ёсны болно. Дараа нь уг хэргийг мужийн компьютерийн системд оруулснаар, уг хэргийг мөрдөж байх болно.",greedy,"Kommissar seti baili, seyi baili, seyi baili, seyi baili, seyi baili, seyi baili, seyi baili, seyi baili, seyi baili, seyi baili, seyi baili, seyi baili, seyi baili, seyi baili, seyi baili, seyi baili, seyi baili, seyi baili, seyi baili, seyi",-44.40625,1.5590279218221161,0.8093746504746996,0.04322766570605187,0.23495805263519287,0.2609097957611084
The hearing also marks the date for the suspect’s right to a speedy trial.,Байцаалтанд мөн шүүх хурлыг хурдан явуулахыг хүсэх сэжигтэний эрхийн огноог тэмдэглэжээ.,greedy,Hearing also marks the date for the suspect’s right to a speedy trial.,-4.9921875,1.3196199124229622,2.8398387225677895,0.040322580645161296,0.2828124463558197,0.25334009528160095
"Peter Costello, Australian treasurer and the man most likely to succeed Prime Minister John Howard as Liberal party leader has thrown his support behind a nuclear power industry in Australia.",Австралийн эрдэнэсийн сангийн эрхлэгч Петр Костелло болон Либерал намын даргын хувиар Ерөнхий сайд болох хамгийн магадлалтай хүн болох Жон Ховард нар Австрали дахь цөмийн эрчим хүчний салбарыг дэмжигчид болдог.,greedy,"Peter Costello, Australian treasurer and the man most likely to succeed Prime Minister John Howard as Liberal party leader has thrown his support behind a nuclear power industry in Mongolia.",-6.734375,1.2121682695658518,1.1599713834969503,0.016556291390728478,0.2658391296863556,0.25091344118118286
"Mr Costello said that when nuclear power generation becomes economically viable, Australia should pursue its use.",Цөмийн эрчим хүчний бий болгох нь эдийн засгийн хувьд боломжтой тул Австрали үүний хэрэглээг эрэлхийлэх хэрэгтэй гэж ноён Костелло хэлжээ.,greedy,"Costello: Khi năng lượng hạt nhân trở nên khả thi, Úc nên sử dụng nó.",-15.40625,2.1604412862075453,1.8179813590555438,0.02415458937198068,0.5265252590179443,0.8077988624572754
